time,Open,High,Low,Close,Volume
2021-08-10 12:12:00-04:00,107.85,107.885,107.77,107.8,2231
2021-08-10 12:13:00-04:00,107.74,107.76,107.66,107.675,2234
2021-08-10 12:14:00-04:00,107.64,107.73,107.625,107.625,2618
2021-08-10 12:15:00-04:00,107.61,107.72,107.6,107.65,1810
2021-08-10 12:16:00-04:00,107.67,107.96,107.67,107.88,5218
2021-08-10 12:17:00-04:00,107.88,108.17,107.85,108.14,2997
2021-08-10 12:18:00-04:00,108.175,108.42,108.09,108.39,6701
2021-08-10 12:19:00-04:00,108.38,108.41,108.34,108.4,2768
2021-08-10 12:20:00-04:00,108.415,108.415,108.28,108.37,2244
2021-08-10 12:21:00-04:00,108.39,108.41,108.2,108.29,1900
2021-08-10 12:22:00-04:00,108.275,108.33,108.22,108.25,2180
2021-08-10 12:23:00-04:00,108.26,108.26,108.11,108.17,1760
2021-08-10 12:24:00-04:00,108.14,108.14,108.07,108.075,2114
2021-08-10 12:25:00-04:00,108.085,108.14,107.76,107.84,8401
2021-08-10 12:26:00-04:00,107.85,107.855,107.69,107.76,3637
2021-08-10 12:27:00-04:00,107.8,107.99,107.76,107.99,3809
2021-08-10 12:28:00-04:00,107.965,108.02,107.875,107.875,2039
2021-08-10 12:29:00-04:00,107.915,107.915,107.735,107.77,1886
2021-08-10 12:30:00-04:00,107.755,107.78,107.67,107.78,2147
2021-08-10 12:31:00-04:00,107.7,107.91,107.7,107.91,1633
2021-08-10 12:32:00-04:00,107.87,107.9,107.83,107.9,1562
2021-08-10 12:33:00-04:00,107.86,107.86,107.63,107.66,2195
2021-08-10 12:34:00-04:00,107.665,107.75,107.58,107.58,1675
2021-08-10 12:35:00-04:00,107.61,107.825,107.61,107.74,2569
2021-08-10 12:36:00-04:00,107.67,107.71,107.67,107.69,1453
2021-08-10 12:37:00-04:00,107.72,107.72,107.65,107.65,1426
2021-08-10 12:38:00-04:00,107.7,107.7,107.43,107.43,3092
2021-08-10 12:39:00-04:00,107.545,107.57,107.485,107.485,2470
2021-08-10 12:40:00-04:00,107.465,107.525,107.45,107.45,1097
2021-08-10 12:41:00-04:00,107.48,107.6,107.475,107.5,1773
2021-08-10 12:42:00-04:00,107.51,107.51,107.3,107.42,2679
2021-08-10 12:43:00-04:00,107.425,107.47,107.39,107.47,770
2021-08-10 12:44:00-04:00,107.53,107.53,107.32,107.44,942
2021-08-10 12:45:00-04:00,107.5,107.7,107.5,107.63,3527
2021-08-10 12:46:00-04:00,107.63,107.63,107.59,107.61,1745
2021-08-10 12:47:00-04:00,107.52,107.52,107.26,107.3,2368
2021-08-10 12:48:00-04:00,107.365,107.41,107.3,107.36,2425
2021-08-10 12:49:00-04:00,107.35,107.35,107.29,107.29,1015
2021-08-10 12:50:00-04:00,107.29,107.36,107.26,107.36,884
2021-08-10 12:51:00-04:00,107.325,107.345,107.32,107.34,1265
2021-08-10 12:52:00-04:00,107.28,107.28,107.18,107.18,1526
2021-08-10 12:53:00-04:00,107.27,107.46,107.22,107.46,1916
2021-08-10 12:54:00-04:00,107.48,107.48,107.35,107.44,1500
2021-08-10 12:55:00-04:00,107.51,107.76,107.51,107.73,3519
2021-08-10 12:56:00-04:00,107.625,107.64,107.495,107.495,1448
2021-08-10 12:57:00-04:00,107.52,107.58,107.4,107.4,1281
2021-08-10 12:58:00-04:00,107.49,107.49,107.38,107.39,1818
2021-08-10 12:59:00-04:00,107.43,107.43,107.35,107.35,1532
2021-08-10 13:00:00-04:00,107.4,107.485,107.4,107.445,1705
2021-08-10 13:01:00-04:00,107.55,107.62,107.55,107.62,771
2021-08-10 13:02:00-04:00,107.635,107.88,107.635,107.85,3204
2021-08-10 13:03:00-04:00,107.835,107.86,107.82,107.84,1923
2021-08-10 13:04:00-04:00,107.665,107.75,107.61,107.75,2032
2021-08-10 13:05:00-04:00,107.77,107.85,107.76,107.79,1944
2021-08-10 13:06:00-04:00,107.75,107.765,107.75,107.75,702
2021-08-10 13:07:00-04:00,107.8,108.165,107.8,108.07,5089
2021-08-10 13:08:00-04:00,108.07,108.31,108.06,108.31,4987
2021-08-10 13:09:00-04:00,108.25,108.31,108.2,108.275,3208
2021-08-10 13:10:00-04:00,108.27,108.35,108.195,108.195,3917
2021-08-10 13:11:00-04:00,108.2,108.2,108.06,108.07,2011
2021-08-10 13:12:00-04:00,108.01,108.11,108.01,108.1,1211
2021-08-10 13:13:00-04:00,108.1,108.155,108.1,108.155,2563
2021-08-10 13:14:00-04:00,108.22,108.23,107.6,107.64,8594
2021-08-10 13:15:00-04:00,107.64,107.76,107.64,107.72,5221
2021-08-10 13:16:00-04:00,107.72,107.73,107.48,107.66,6033
2021-08-10 13:17:00-04:00,107.515,107.56,107.5,107.51,1200
2021-08-10 13:18:00-04:00,107.58,107.585,107.52,107.55,637
2021-08-10 13:19:00-04:00,107.54,107.55,107.46,107.46,1620
2021-08-10 13:20:00-04:00,107.47,107.485,107.39,107.485,1977
2021-08-10 13:21:00-04:00,107.435,107.55,107.36,107.55,2030
2021-08-10 13:22:00-04:00,107.57,107.57,107.51,107.53,600
2021-08-10 13:23:00-04:00,107.51,107.63,107.51,107.63,824
2021-08-10 13:24:00-04:00,107.63,107.64,107.4,107.4,5223
2021-08-10 13:25:00-04:00,107.4,107.49,107.38,107.42,1176
2021-08-10 13:26:00-04:00,107.42,107.44,107.295,107.33,2677
2021-08-10 13:27:00-04:00,107.33,107.335,107.29,107.32,902
2021-08-10 13:28:00-04:00,107.33,107.355,107.33,107.355,337
2021-08-10 13:29:00-04:00,107.24,107.24,107.14,107.24,3931
2021-08-10 13:30:00-04:00,107.21,107.24,107.21,107.24,643
2021-08-10 13:31:00-04:00,107.13,107.24,107.12,107.24,2641
2021-08-10 13:32:00-04:00,107.32,107.35,107.32,107.35,857
2021-08-10 13:33:00-04:00,107.385,107.5,107.34,107.44,2764
2021-08-10 13:34:00-04:00,107.41,107.44,107.35,107.35,1125
2021-08-10 13:35:00-04:00,107.35,107.38,107.32,107.34,1619
2021-08-10 13:36:00-04:00,107.32,107.33,107.28,107.32,1114
2021-08-10 13:37:00-04:00,107.31,107.325,107.27,107.27,1670
2021-08-10 13:38:00-04:00,107.185,107.205,107.14,107.18,2042
2021-08-10 13:39:00-04:00,107.16,107.18,107.16,107.17,907
2021-08-10 13:40:00-04:00,107.21,107.21,106.97,106.97,4357
2021-08-10 13:41:00-04:00,106.95,107.12,106.95,107.12,2011
2021-08-10 13:42:00-04:00,107.125,107.21,107.09,107.09,1083
2021-08-10 13:43:00-04:00,107.09,107.125,107.09,107.12,1125
2021-08-10 13:44:00-04:00,107.09,107.18,107.09,107.16,1695
2021-08-10 13:45:00-04:00,107.16,107.16,107.03,107.11,1422
2021-08-10 13:46:00-04:00,107.07,107.11,106.98,106.98,1204
2021-08-10 13:47:00-04:00,106.95,107.13,106.95,107.12,1617
2021-08-10 13:48:00-04:00,107.1,107.1,107.04,107.09,937
2021-08-10 13:49:00-04:00,107.12,107.18,107.0,107.055,3556
2021-08-10 13:50:00-04:00,107.055,107.065,106.84,106.86,2693
2021-08-10 13:51:00-04:00,106.89,106.91,106.875,106.91,1254
2021-08-10 13:52:00-04:00,106.9,106.9,106.795,106.805,1082
2021-08-10 13:53:00-04:00,106.83,106.9,106.82,106.86,1632
2021-08-10 13:54:00-04:00,106.86,106.89,106.82,106.82,711
2021-08-10 13:55:00-04:00,106.82,106.98,106.78,106.9,3406
2021-08-10 13:56:00-04:00,106.99,107.0,106.98,107.0,542
2021-08-10 13:57:00-04:00,107.07,107.19,107.07,107.13,943
2021-08-10 13:58:00-04:00,107.09,107.09,106.98,106.98,476
2021-08-10 13:59:00-04:00,107.09,107.2,107.08,107.14,1863
2021-08-10 14:00:00-04:00,107.16,107.37,107.03,107.37,3603
2021-08-10 14:01:00-04:00,107.35,107.35,107.29,107.32,899
2021-08-10 14:02:00-04:00,107.18,107.18,107.1,107.11,975
2021-08-10 14:03:00-04:00,107.15,107.2,107.15,107.16,1600
2021-08-10 14:04:00-04:00,107.2,107.2,107.055,107.06,3662
2021-08-10 14:05:00-04:00,107.03,107.03,106.91,106.91,817
2021-08-10 14:06:00-04:00,106.98,106.98,106.9,106.9,1139
2021-08-10 14:07:00-04:00,106.91,107.0,106.84,107.0,2314
2021-08-10 14:08:00-04:00,107.01,107.15,106.94,106.97,2325
2021-08-10 14:09:00-04:00,106.96,107.0,106.95,106.96,2708
2021-08-10 14:10:00-04:00,106.96,106.96,106.77,106.805,3772
2021-08-10 14:11:00-04:00,106.8,106.925,106.78,106.84,1700
2021-08-10 14:12:00-04:00,106.925,106.925,106.89,106.89,1076
2021-08-10 14:13:00-04:00,106.9,106.9,106.75,106.795,2318
